OrderNumber,ShippingAddress,Order,AccountNumber,CartNumber
8050298,"Ossining, NY 10562",Delivered,10015082,90360
8050308,9460 North Logan Street,Confirmed,10015085,90375
8050318,"Bozeman, MT 59715",Delivered,10015088,90390
8050328,70 Blackburn Circle,Delivered,10015091,90405
8050338,"Dublin, GA 31021",Processing,10015094,90420
8050348,7553 Liberty Avenue,Processing,10015097,90435
8050358,"Schenectady, NY 12302",Dispatched,10015100,90450
8050368,7975 S. Walnutwood Court,Processing,10015103,90465
8050378,"Manahawkin, NJ 08050",Dispatched,10015106,90480
8050388,57 Marlborough Ave.,Confirmed,10015109,90495
8050398,"Goodlettsville, TN 37072",Confirmed,10015112,90510
8050408,7834 North Ivy Ave.,Dispatched,10015115,90525
8050418,"Beckley, WV 25801",Dispatched,10015118,90540
8050428,170 Pacific Rd.,Dispatched,10015121,90555
8050438,"Wyandotte, MI 48192",Confirmed,10015124,90570
8050448,7260 Railroad St.,Delivered,10015127,90585
8050458,"Stuart, FL 34997",Dispatched,10015130,90600
8050468,489 Homewood Drive,Delivered,10015133,90615
8050478,"Fort Lauderdale, FL 33308",Processing,10015136,90630
8050488,9110 Pacific Street,Delivered,10015139,90645
8050498,"Sarasota, FL 34231",Processing,10015142,90660
8050508,9356 SE. Bayport St.,Confirmed,10015145,90675
8050518,"Xenia, OH 45385",Confirmed,10015148,90690
8050528,734 Saxon Ave.,Processing,10015151,90705
8050538,"Wilson, NC 27893",Processing,10015154,90720
8050548,9002 Rockledge Lane,Dispatched,10015157,90735
8050558,"Philadelphia, PA 19111",Processing,10015160,90750
8050568,9220 Garfield St.,Confirmed,10015163,90765
8050578,"Pleasanton, CA 94566",Processing,10015166,90780
8050588,192 Pendergast Ave.,Processing,10015169,90795
8050598,"Mchenry, IL 60050",Dispatched,10015172,90810
8050608,793 N. Monroe St.,Confirmed,10015175,90825
8050618,"Miami Beach, FL 33139",Dispatched,10015178,90840
8050628,883 Princess St.,Confirmed,10015181,90855
8050638,"Oklahoma City, OK 73112",Processing,10015184,90870
8050648,85 Grove Ave.,Dispatched,10015187,90885
8050658,"Ann Arbor, MI 48103",Dispatched,10015190,90900
8050668,352 W. Briarwood Ave.,Dispatched,10015193,90915
8050678,"Attleboro, MA 02703",Processing,10015196,90930
8050688,8574 Windfall St.,Confirmed,10015199,90945
8050698,"Bellmore, NY 11710",Dispatched,10015202,90960
8050708,229 Theatre Ave.,Dispatched,10015205,90975
8050718,"Helotes, TX 78023",Dispatched,10015208,90990
8050728,667 Dunbar Ave.,Dispatched,10015211,91005
8050738,"Sterling, VA 20164",Dispatched,10015214,91020
8050748,800 Hillcrest Ave.,Confirmed,10015217,91035
8050758,"Richardson, TX 75080",Delivered,10015220,91050
8050768,55 Bohemia St.,Processing,10015223,91065
8050778,"Battle Creek, MI 49015",Delivered,10015226,91080
8050788,213 Overlook St.,Delivered,10015229,91095
8050798,"East Stroudsburg, PA 18301",Processing,10015232,91110
8050808,636 Valley Lane,Dispatched,10015235,91125
8050818,"Sanford, NC 27330",Confirmed,10015238,91140
8050828,9151 Albany Ave.,Confirmed,10015241,91155
8050838,"Michigan City, IN 46360",Processing,10015244,91170
8050848,991 Cardinal Street,Processing,10015247,91185
8050858,"York, PA 17402",Confirmed,10015250,91200
8050868,478 Lookout Street,Dispatched,10015253,91215
8050878,"Phoenixville, PA 19460",Processing,10015256,91230
8050888,5 Big Rock Cove St.,Delivered,10015259,91245
8050898,"Ankeny, IA 50023",Delivered,10015262,91260
8050908,55 Essex Rd.,Confirmed,10015265,91275
8050918,"Newburgh, NY 12550",Confirmed,10015268,91290
8050928,9265 Swanson Drive,Confirmed,10015271,91305
8050938,"Potomac, MD 20854",Processing,10015274,91320
8050948,8603 High Ridge Ave.,Processing,10015277,91335
8050958,"Hummelstown, PA 17036",Processing,10015280,91350
8050968,7084 Wild Horse Drive,Confirmed,10015283,91365
8050978,"Holyoke, MA 01040",Delivered,10015286,91380
8050988,15 Washington Dr.,Dispatched,10015289,91395
8050998,"Stratford, CT 06614",Delivered,10015292,91410
8051008,307 Virginia Street,Dispatched,10015295,91425
8051018,"Tucson, AZ 85718",Delivered,10015298,91440
8051028,195 Glen Eagles Dr.,Confirmed,10015301,91455
8051038,"Algonquin, IL 60102",Confirmed,10015304,91470
8051048,48 Henry Smith St.,Dispatched,10015307,91485
8051058,"Rochester, NY 14606",Confirmed,10015310,91500
8051068,13 Whitemarsh St.,Processing,10015313,91515
8051078,"Glen Ellyn, IL 60137",Processing,10015316,91530
8051088,4 Brook Drive,Delivered,10015319,91545
8051098,"South Portland, ME 04106",Confirmed,10015322,91560
8051108,597 Birch Hill Dr.,Confirmed,10015325,91575
8051118,"Hudsonville, MI 49426",Confirmed,10015328,91590
8051128,270 Foster Dr.,Confirmed,10015331,91605
8051138,"Wooster, OH 44691",Dispatched,10015334,91620
8051148,2 Foster Street,Dispatched,10015337,91635
8051158,"Leland, NC 28451",Processing,10015340,91650
8051168,89 Fieldstone Rd.,Processing,10015343,91665
8051178,"Hillsboro, OR 97124",Dispatched,10015346,91680
8051188,282 Market Dr.,Delivered,10015349,91695
8051198,"Matthews, NC 28104",Dispatched,10015352,91710
8051208,9512 S. Somerset Court,Dispatched,10015355,91725
8051218,"Lanham, MD 20706",Confirmed,10015358,91740
8051228,387 Rockland Ave.,Confirmed,10015361,91755
8051238,"Salisbury, MD 21801",Dispatched,10015364,91770
8051248,44 Locust St.,Dispatched,10015367,91785
8051258,"Hoffman Estates, IL 60169",Processing,10015370,91800
8051268,66 Highland Court,Processing,10015373,91815
8051278,"Suitland, MD 20746",Dispatched,10015376,91830
8051288,7460 Middle River Ave.,Delivered,10015379,91845
8051298,"Dorchester Center, MA 02124",Delivered,10015382,91860
8051308,711 Ivy St.,Confirmed,10015385,91875
8051318,"Flemington, NJ 08822",Processing,10015388,91890
8051328,962 Peg Shop Road,Confirmed,10015391,91905
8051338,"Paramus, NJ 07652",Delivered,10015394,91920
8051348,232 Pineknoll St.,Processing,10015397,91935
8051358,"Des Plaines, IL 60016",Processing,10015400,91950
8051368,89 NW. Ivy Ave.,Confirmed,10015403,91965
8051378,"Shakopee, MN 55379",Delivered,10015406,91980
8051388,9206 Sulphur Springs St.,Dispatched,10015409,91995
8051398,"Latrobe, PA 15650",Delivered,10015412,92010
8051408,642 Cambridge St.,Dispatched,10015415,92025
8051418,"Fuquay Varina, NC 27526",Processing,10015418,92040
8051428,8069 Blackburn Drive,Processing,10015421,92055
8051438,"Batavia, OH 45103",Delivered,10015424,92070
8051448,76 South Ave.,Delivered,10015427,92085
8051458,"Bradenton, FL 34203",Delivered,10015430,92100
8051468,70 Edgemont Road,Processing,10015433,92115
8051478,"Fairhope, AL 36532",Dispatched,10015436,92130
8051488,8628 Ohio Street,Delivered,10015439,92145
8051498,"Pawtucket, RI 02860",Processing,10015442,92160
8051508,45 Bridle Court,Dispatched,10015445,92175
8051518,"Hialeah, FL 33010",Delivered,10015448,92190
8051528,8102 4th St.,Dispatched,10015451,92205
8051538,"Uniontown, PA 15401",Delivered,10015454,92220
8051548,957 E. Lookout Ave.,Delivered,10015457,92235
8051558,"Dayton, OH 45420",Dispatched,10015460,92250
8051568,7306 Peg Shop St.,Confirmed,10015463,92265
8051578,"Ozone Park, NY 11417",Confirmed,10015466,92280
8051588,9 Somerset St.,Delivered,10015469,92295
8051598,"Collegeville, PA 19426",Confirmed,10015472,92310
8051608,523 Leeton Ridge Street,Dispatched,10015475,92325
8051618,"North Canton, OH 44720",Dispatched,10015478,92340
8051628,302 North Bay Meadows Dr.,Dispatched,10015481,92355
8051638,"Maspeth, NY 11378",Processing,10015484,92370
8051648,63 W. Winchester St.,Delivered,10015487,92385
8051658,"Glasgow, KY 42141",Processing,10015490,92400
8051668,84 Monroe Rd.,Confirmed,10015493,92415
8051678,"Zionsville, IN 46077",Processing,10015496,92430
8051688,76 Brook Ave.,Dispatched,10015499,92445
8051698,"Fairfax, VA 22030",Processing,10015502,92460
8051708,248 Water St.,Confirmed,10015505,92475
8051718,"Freeport, NY 11520",Confirmed,10015508,92490
8051728,79 W. Railroad St.,Processing,10015511,92505
8051738,"Linden, NJ 07036",Dispatched,10015514,92520
8051748,633 SW. Myers Avenue,Dispatched,10015517,92535
8051758,"Rockville Centre, NY 11570",Delivered,10015520,92550
8051768,10 Fairground St.,Confirmed,10015523,92565
8051778,"Mesa, AZ 85203",Delivered,10015526,92580
8051788,509 Applegate Street,Processing,10015529,92595
8051798,"Eau Claire, WI 54701",Confirmed,10015532,92610
8051808,776 Front Ave.,Confirmed,10015535,92625
8051818,"Somerset, NJ 08873",Confirmed,10015538,92640
8051828,58 New Street,Processing,10015541,92655
8051838,"Blackwood, NJ 08012",Confirmed,10015544,92670
8051848,35 Cherry Hill Ave.,Processing,10015547,92685
8051858,"Evansville, IN 47711",Delivered,10015550,92700
8051868,51 High Ridge St.,Confirmed,10015553,92715
8051878,"The Villages, FL 32162",Dispatched,10015556,92730
8051888,7874 Woodsman Street,Processing,10015559,92745
8051898,"Altoona, PA 16601",Dispatched,10015562,92760
8051908,140 Manor Station Rd.,Delivered,10015565,92775
8051918,"Centreville, VA 20120",Confirmed,10015568,92790
8051928,45 East Dr.,Delivered,10015571,92805
8051938,"Trumbull, CT 06611",Dispatched,10015574,92820
8051948,78 Linden Ave.,Processing,10015577,92835
8051958,"Newtown, PA 18940",Dispatched,10015580,92850
8051968,342 Ocean Street,Processing,10015583,92865
8051978,"Lombard, IL 60148",Delivered,10015586,92880
8051988,94 North Mill Pond Court,Processing,10015589,92895
8051998,"Navarre, FL 32566",Delivered,10015592,92910
8052008,649 Country Club Street,Delivered,10015595,92925
8052018,"Gwynn Oak, MD 21207",Processing,10015598,92940
8052028,1 West St.,Confirmed,10015601,92955
8052038,"Grand Rapids, MI 49503",Dispatched,10015604,92970
8052048,112 Market Ave.,Dispatched,10015607,92985
8052058,"Allentown, PA 18102",Delivered,10015610,93000
8052068,74 Paris Hill Street,Delivered,10015613,93015
8052078,"Augusta, GA 30906",Confirmed,10015616,93030
8052088,74 Sherman Street,Confirmed,10015619,93045
8052098,"Dyersburg, TN 38024",Processing,10015622,93060
8052108,34 Brandywine Drive,Confirmed,10015625,93075
8052118,"Dracut, MA 01826",Dispatched,10015628,93090
8052128,92 Yukon St.,Confirmed,10015631,93105
8052138,"Mount Juliet, TN 37122",Confirmed,10015634,93120
8052148,45 S. Jefferson Ave.,Confirmed,10015637,93135
8052158,"Lutherville Timonium, MD 21093",Processing,10015640,93150
8052168,861 Hanover Court,Processing,10015643,93165
8052178,"Barrington, IL 60010",Dispatched,10015646,93180
8052188,865 East Snake Hill Street,Delivered,10015649,93195
8052198,"Rolling Meadows, IL 60008",Dispatched,10015652,93210
8052208,72 St Louis St.,Processing,10015655,93225
8052218,"Holland, MI 49423",Dispatched,10015658,93240
8052228,8380 East Sycamore Ave.,Delivered,10015661,93255
8052238,"Minot, ND 58701",Processing,10015664,93270
8052248,9067 Willow St.,Processing,10015667,93285
8052258,"Sandusky, OH 44870",Dispatched,10015670,93300
8052268,4 Corona Road,Dispatched,10015673,93315
8052278,"Desoto, TX 75115",Delivered,10015676,93330
8052288,8260 Glenridge Court,Processing,10015679,93345
8052298,"Bolingbrook, IL 60440",Dispatched,10015682,93360
8052308,9664 Marlborough Street,Confirmed,10015685,93375
8052318,"Skokie, IL 60076",Confirmed,10015688,93390
8052328,56 Brickyard Dr.,Confirmed,10015691,93405
8052338,"La Vergne, TN 37086",Delivered,10015694,93420
8052348,977 W. Marlborough Lane,Confirmed,10015697,93435
8052358,"Irvington, NJ 07111",Delivered,10015700,93450
8052368,8165 Birchwood Rd.,Processing,10015703,93465
8052378,"South Bend, IN 46614",Dispatched,10015706,93480
8052388,784 S. Central Street,Delivered,10015709,93495
8052398,"Lake In The Hills, IL 60156",Delivered,10015712,93510
8052408,498 W. St Margarets Dr.,Dispatched,10015715,93525
8052418,"Spartanburg, SC 29301",Confirmed,10015718,93540
8052428,287 Gonzales St.,Dispatched,10015721,93555
8052438,"Norristown, PA 19401",Dispatched,10015724,93570
8052448,35 8th Street,Confirmed,10015727,93585
8052458,"Danbury, CT 06810",Dispatched,10015730,93600
8052468,325 Fieldstone St.,Processing,10015733,93615
8052478,"Spring Hill, FL 34608",Delivered,10015736,93630
8052488,84 Valley Farms Street,Delivered,10015739,93645
8052498,"Lincoln Park, MI 48146",Processing,10015742,93660
8052508,8253 East Glen Ridge Street,Confirmed,10015745,93675
8052518,"Dover, NH 03820",Dispatched,10015748,93690
8052528,9565 Beechwood Street,Delivered,10015751,93705
8052538,"Amityville, NY 11701",Processing,10015754,93720
8052548,759 Prairie Court,Delivered,10015757,93735
8052558,"Oceanside, NY 11572",Delivered,10015760,93750
8052568,3 Glen Creek Court,Confirmed,10015763,93765
8052578,"Ithaca, NY 14850",Processing,10015766,93780
8052588,210 Cardinal Ave.,Delivered,10015769,93795
8052598,"Bronx, NY 10451",Dispatched,10015772,93810
8052608,238 Ketch Harbour Street,Confirmed,10015775,93825
8052618,"Alpharetta, GA 30004",Processing,10015778,93840
8052628,44 Country Club St.,Delivered,10015781,93855
8052638,"Glendora, CA 91740",Processing,10015784,93870
8052648,9230 Grand Street,Processing,10015787,93885
8052658,"Centereach, NY 11720",Dispatched,10015790,93900
8052668,595 Anderson Ave.,Confirmed,10015793,93915
8052678,"Hobart, IN 46342",Dispatched,10015796,93930
8052688,6 West Miller Rd.,Processing,10015799,93945
8052698,"Beloit, WI 53511",Confirmed,10015802,93960
8052708,7458 Wilson St.,Delivered,10015805,93975
8052718,"Marcus Hook, PA 19061",Confirmed,10015808,93990
8052728,47 Devonshire Ave.,Confirmed,10015811,94005
8052738,"Charlotte, NC 28205",Processing,10015814,94020
8052748,8878 Oak Valley Dr.,Delivered,10015817,94035
8052758,"Horn Lake, MS 38637",Dispatched,10015820,94050
8052768,159 Tanglewood Drive,Delivered,10015823,94065
8052778,"Joliet, IL 60435",Dispatched,10015826,94080
8052788,345 West Ave.,Processing,10015829,94095
8052798,"Cartersville, GA 30120",Confirmed,10015832,94110
8052808,29 Roehampton Dr.,Delivered,10015835,94125
8052818,"Edison, NJ 08817",Dispatched,10015838,94140
8052828,9624B West Dunbar Street,Confirmed,10015841,94155
8052838,"West Palm Beach, FL 33404",Delivered,10015844,94170
8052848,3 Edgefield Street,Processing,10015847,94185
8052858,"Maryville, TN 37803",Dispatched,10015850,94200
8052868,56 Wilson St.,Dispatched,10015853,94215
8052878,"Kingsport, TN 37660",Confirmed,10015856,94230
8052888,33 Lake View St.,Delivered,10015859,94245
8052898,"Scotch Plains, NJ 07076",Confirmed,10015862,94260
8052908,7823 Forest Circle,Processing,10015865,94275
8052918,"Burke, VA 22015",Dispatched,10015868,94290
8052928,9526 Addison Dr.,Delivered,10015871,94305
8052938,"Barberton, OH 44203",Confirmed,10015874,94320
8052948,8587 Manor Station Street,Confirmed,10015877,94335
8052958,"Suffolk, VA 23434",Dispatched,10015880,94350
8052968,79 Locust Street,Processing,10015883,94365
8052978,"Hoboken, NJ 07030",Dispatched,10015886,94380
8052988,25 Laurel Dr.,Dispatched,10015889,94395
8052998,"De Pere, WI 54115",Processing,10015892,94410
8053008,19 Glen Ridge St.,Confirmed,10015895,94425
8053018,"Manchester Township, NJ 08759",Dispatched,10015898,94440
8053028,225 N. Newport Drive,Dispatched,10015901,94455
8053038,"Clermont, FL 34711",Dispatched,10015904,94470
8053048,2335 Canton Hwy #6,Dispatched,10015907,94485
8053058,6 Arch St #9757,Dispatched,10015910,94500
8053068,9547 Belmont Rd #21,Delivered,10015913,94515
8053078,73 Pittsford Victor Rd,Confirmed,10015916,94530
8053088,447 Commercial St Se,Confirmed,10015919,94545
8053098,47 Garfield Ave,Delivered,10015922,94560
8053108,3 Mill Rd,Confirmed,10015925,94575
8053118,136 W Grand Ave #3,Delivered,10015928,94590
8053128,80 Maplewood Dr #34,Delivered,10015931,94605
8053138,58 Hancock St,Delivered,10015934,94620
8053148,808 Calle De Industrias,Processing,10015937,94635
8053158,2859 Dorsett Rd,Delivered,10015940,94650
8053168,6857 Wall St,Delivered,10015943,94665
8053178,169 Journal Sq,Processing,10015946,94680
8053188,3 E 31st St #77,Delivered,10015949,94695
8053198,7 N Dean St,Processing,10015952,94710
8053208,85 S State St,Processing,10015955,94725
8053218,100 Main St,Confirmed,10015958,94740
8053228,6185 Bohn St #72,Processing,10015961,94755
8053238,2 Sutton Pl S #5727,Delivered,10015964,94770
8053248,1534 Sidco Dr,Confirmed,10015967,94785
8053258,4207 Leon Rd,Delivered,10015970,94800
8053268,7564 N Academy Ave,Processing,10015973,94815
8053278,88 E Saint Elmo Rd,Processing,10015976,94830
8053288,75 Westchester Ave,Confirmed,10015979,94845
8053298,89 W 35th St #1,Processing,10015982,94860
8053308,1 Norris Ave #4095,Confirmed,10015985,94875
8053318,5174 Interstate 45 N,Processing,10015988,94890
8053328,765 Rock Island Rd,Processing,10015991,94905
8053338,7979 33  191,Processing,10015994,94920
8053348,202 Madison Ave,Confirmed,10015997,94935
8053358,56 Corporate Dr,Processing,10016000,94950
8053368,37 Us Highway 12e E #6,Processing,10016003,94965
8053378,6734 W Jackson Blvd,Processing,10016006,94980
8053388,7 Tomahawk Dr,Delivered,10016009,94995
8053398,1 Vernon Blvd,Processing,10016012,95010
8053408,2726 Franklin Hill Rd,Processing,10016015,95025
8053418,6335 Fort Myer Dr,Dispatched,10016018,95040
8053428,220 Old Us Highway 441,Confirmed,10016021,95055
8053438,77 Central Pky N,Delivered,10016024,95070
8053448,781 Alabama Ave,Confirmed,10016027,95085
8053458,22 Dearborn St,Dispatched,10016030,95100
8053468,21 E 64th Ave,Processing,10016033,95115
8053478,9 N Central Ave,Dispatched,10016036,95130
8053488,38 Douglas Rd E #39,Confirmed,10016039,95145
8053498,4929 Sidney St #8276,Processing,10016042,95160
8053508,4936 Walcott Rd,Dispatched,10016045,95175
8053518,6760 E Fayette St #9,Dispatched,10016048,95190
8053528,6638 S Webster St #491,Processing,10016051,95205
8053538,4465 James St,Dispatched,10016054,95220
8053548,8721 Everett Rd,Confirmed,10016057,95235
